Entity Type,EntityID,EntityName,Inc/OrgDate,EntityStatus,StatusDate,RegAgentofficeCity
12,F056491,"55 FREEDOM, LLC",4/21/17,DIS,1/9/18,MADISON
12,F060084,550 W. MIFFLIN STREET LLC,10/19/18,ORG,10/19/18,MADISON
12,F048337,"5500 NOBEL DRIVE, LLC",9/20/12,DIS,9/11/19,MADISON
12,F052423,"5509, LLC",2/10/15,DIS,6/25/19,MADISON
12,F058828,554 WEST DOTY LLC,3/18/18,IGS,3/4/20,MADISON
12,F063778,5577 ODANA RD LLC,6/2/20,ORG,6/2/20,MADISON
12,F044363,"5594 ALPINE, LLC",1/20/10,IGS,4/4/19,MADISON
12,F046089,5602 ODANA ROAD LLC,4/1/11,DLQ,4/1/20,MADISON
12,F047019,5619 WESTSHORE DRIVE LLC,11/10/11,IGS,2/22/19,MADISON
12,F056117,5653 POLWORTH LLC,2/15/17,IGS,6/17/20,MADISON
12,F047695,5700 N 58TH LLC,4/19/12,DIS,6/3/19,MADISON
12,F062608,5701 ODANA LLC,12/10/19,ORG,12/10/19,MADISON
12,F057462,"5716 HAMPTON, LLC",10/23/17,IGS,11/19/19,MADISON
12,F054071,5726 BITTERSWEET PLACE LLC,1/13/16,IGS,8/16/19,MADISON
12,F059144,5734 RUSSETT LLC,5/8/18,IGS,6/28/20,MADISON
12,F060580,576 GATELY TERRACE LLC,1/14/19,ORG,1/14/19,MADISON
12,F059832,"5770 N. 91ST, LLC",9/5/18,ORG,9/5/18,MADISON
12,F045216,5784 CHAPEL VALLLEY ROAD LLC,8/24/10,IGS,7/15/19,MADISON
12,F030030,"5802 ODANA ROAD, LLC",4/20/99,IGS,4/24/18,MADISON
12,F063791,"5810 55TH ST, LLC",6/3/20,ORG,6/3/20,MADISON
12,F040458,"5813 N HIGHWAY 51, LLC",3/28/07,IGS,1/3/18,MADISON
12,F054281,"5839, LLC",2/24/16,IGS,3/21/18,MADISON
12,F060429,"5867 N. TEUTONIA, LLC",12/19/18,ORG,12/19/18,MADISON
12,F048282,5872 N 39TH LLC,9/6/12,DIS,6/3/19,MADISON
12,F060430,"5883 N. TEUTONIA, LLC",12/19/18,ORG,12/19/18,MADISON
12,F046977,"5903 SPARTAN DR MCFARLAND, LLC",11/3/11,DLQ,10/1/19,MADISON
12,F059833,"5909 N. TEUTONIA, LLC",9/5/18,ORG,9/5/18,MADISON
12,F056089,"5974 N. 68TH, LLC",2/9/17,IGS,1/28/20,MADISON
12,F063262,5BAR LLC,3/13/20,ORG,3/13/20,MADISON
12,F054213,5BUCKGIFTS.COM LLC,2/8/16,IGS,3/9/18,MADISON
1,F042424,"5ELEMENTS, INC.",7/29/08,IGS,9/4/18,MADISON
2,F048233,5N PLUS WISCONSIN MANUFACTURING INC. (FICT NAME) 5N PLUS WISCONSIN INC. (CORP NAME),8/24/12,RCA,10/11/18,MADISON
12,F045095,5NINES LLC,7/21/10,DLQ,7/1/20,MADISON
13,S127126,"6 DOLLAR WI, LLC",3/2/20,RGD,3/2/20,MADISON
12,S123187,600 BROADWAY LLC,5/9/19,ORG,5/9/19,MADISON
12,S124734,600 BROADWAY MANAGER LLC,9/6/19,ORG,9/6/19,MADISON
12,S124736,600 BROADWAY MEMBER LLC,9/6/19,ORG,9/6/19,MADISON
12,S063286,600 WISCONSIN DRIVE INVESTORS LLC,1/13/03,IGS,3/17/20,MADISON
12,S103187,601 NORTH STREET LLC,9/8/14,IGS,6/24/20,MADISON
12,S114108,602 RIDGE LLC,5/16/17,DLQ,4/1/20,MADISON
12,J044745,"602 S PARK, LLC",9/23/16,ADS,9/9/19,MADISON
12,S096241,6072 N 39TH LLC,10/25/12,DIS,6/3/19,MADISON
12,S085449,"608 ACQUISITIONS, LLC",6/18/09,DIS,8/2/19,MADISON
12,S105742,608 CABINETS LLC,5/4/15,ADS,6/11/18,MADISON
12,S128710,608 EXOTIC RENTALS LLC,6/30/20,ORG,6/30/20,MADISON
12,S110100,"608 LANDSCAPE SERVICES, LLC",6/7/16,ADS,6/13/20,MADISON
12,S118158,608 OUTDOORS LLC,4/11/18,IGS,4/10/20,MADISON
1,S120579,608 SATELLITES INC.,10/27/18,INC,10/27/18,MADISON
12,S125613,608 SERVICES LLC,11/13/19,ORG,11/13/19,MADISON
12,S103737,608 SKATE LLC,10/31/14,DLQ,10/1/19,MADISON
12,S114480,608 SOUND AND LIGHT LLC,6/14/17,IGS,5/5/20,MADISON
12,S121818,608 TRUCKING LLC,2/5/19,ORG,2/5/19,MADISON
12,S085038,"608 UNIVERSITY AVENUE, LLC",5/5/09,IGS,11/15/19,MADISON
12,S094908,"608, LLC",5/24/12,ADS,8/19/19,MADISON
12,S126500,608AUTOFIX LLC,1/21/20,ORG,1/21/20,MADISON
2,S127556,"60MONTHLOANS, INC.",4/6/20,INC,4/6/20,MADISON
12,S106658,"610 NORTH STREET, LLC",7/29/15,DLQ,7/1/19,MADISON
12,S053841,"612 HOWARD PLACE-A, LLC",12/29/98,IGS,12/3/18,MADISON
12,S053842,"612 HOWARD PLACE-B, LLC",12/29/98,DIS,6/4/20,MADISON
12,S053843,"612 HOWARD PLACE-C, LLC",6/4/20,DIS,6/4/20,MADISON
12,S127627,614 CEDAR LLC,4/14/20,ORG,4/14/20,MADISON
12,S121047,616 WEST JOHNSON STREET LEASING LLC,12/7/18,ORG,12/7/18,MADISON
13,S122428,616 WEST JOHNSON STREET LLC,3/18/19,RGD,3/18/19,MADISON
12,S121046,616 WEST JOHNSON STREET REAL ESTATE LLC,12/7/18,ORG,12/7/18,MADISON
12,S119511,619 DEPERE ROAD OWNER LLC,7/27/18,DLQ,7/1/20,MADISON
12,S122280,619 ORCHARD LLC,3/10/19,ORG,3/10/19,MADISON
12,S074998,622 HOWARD PLACE LLC,6/6/06,IGS,5/14/18,MADISON
12,S126087,"6225 UNIVERSITY AVENUE MADISON, LLC",12/20/19,ORG,12/20/19,MADISON
12,S102860,"6225 UNIVERSITY AVENUE, LLC",8/4/14,DLQ,7/1/20,MADISON
12,S128721,"6292-6294 STONE GATE, LLC",7/1/20,ORG,7/1/20,MADISON
12,S128723,"6296-6298 STONE GATE, LLC",7/1/20,ORG,7/1/20,MADISON
12,S124061,"6302-04 EAST GATE, LLC",7/17/19,ORG,7/17/19,MADISON
12,S123561,632 CENTER LLC,6/5/19,ORG,6/5/19,MADISON
12,S072509,636 STATE STREET LLC,10/7/05,IGS,10/16/19,MADISON
12,S094764,"640 WEST, LLC",5/10/12,IGS,5/8/20,MADISON
7,S043022,641 WEST MAIN STREET LIMITED PARTNERSHIP,6/26/92,MGD,10/31/18,MADISON
1,S126277,6410 PETROLEUM INC.,4/1/20,INC,4/1/20,MADISON
12,S118437,6441 ENTERPRISE LN LLC,5/2/18,ORG,5/2/18,MADISON
12,S111594,645 SOUTH TAYLOR OWNER EQUITIES LLC,10/21/16,IGS,10/23/18,MADISON
12,S116935,65 CAHOON HOLLOW ROAD LLC,1/11/18,ORG,1/11/18,MADISON
12,S072596,"650 ANTHONY LANE, LLC",10/17/05,IGS,11/2/18,MADISON
2,S118013,650 INDUSTRIES INC.,4/2/18,INC,4/2/18,MADISON
12,S116651,"6500 27TH, LLC",1/2/18,ORG,1/2/18,MADISON
12,S120316,652 FARWELL DR LLC,10/4/18,ORG,10/4/18,MADISON
12,S098550,"659 FARWELL DRIVE, LLC",6/3/13,IGS,4/27/20,MADISON
12,S128830,6613-6615 RADFORD LLC,7/8/20,ORG,7/8/20,MADISON
12,A054274,"6619 W CALUMET ROAD, LLC",12/6/06,DIS,11/23/18,MADISON
6,S091430,"662 STATE STREET CONDOMINIUM ASSOCIATION, INC.",5/13/11,IGS,7/1/19,MADISON
6,6S23538,"6629 UNIVERSITY COMMERCIAL CONDOMINIUM UNIT OWNERS ASSOCIATION, INC.",8/18/82,DLQ,7/1/19,MADISON
12,S116576,6701 RAYMOND RD LLC,12/13/17,IGS,1/24/20,MADISON
1,1S13045,6800 TEUTONIA CORPORATION,3/16/59,ADS,3/14/20,MADISON
6,S110738,"6803 CONDOMINIUMS ASSOCIATION, INC.",8/5/16,IGS,7/18/19,MADISON
12,S114481,"6814 UNIVERSITY, LLC",6/14/17,ADS,6/13/20,MADISON
12,S117043,"6824 UNIVERSITY, LLC",1/19/18,IGS,1/7/20,MADISON
12,N046140,"690 WESTFIELD WAY, LLC",9/7/16,IGS,8/13/19,MADISON
14,S048817,"6903 MANGROVE LANE LLP, A WISCONSIN LIMITED LIABILITY PARTNERSHIP",3/5/96,DLQ,1/1/20,MADISON
12,S123958,6909 RAYWOOD ROAD LLC,7/8/19,ORG,7/8/19,MADISON
12,S125934,6924 LAKE LLC,12/10/19,ORG,12/10/19,MADISON
12,S120655,"6944 JANISCH RD, LLC",11/2/18,ORG,11/2/18,MADISON
12,S126135,695 STALEY AVE LLC,12/26/19,ORG,12/26/19,MADISON
12,S084982,"6GR81S, LLC",4/28/09,IGS,5/15/19,MADISON
12,S118867,700 EAST II LLC,6/7/18,ORG,6/7/18,MADISON
13,S123526,700 PILGRIM WAY JV HOLDINGS LLC,5/31/19,RGD,5/31/19,MADISON
13,S122429,700 PILGRIM WAY OZ LLC,3/18/19,RGD,3/18/19,MADISON
13,S122427,701 SOUTH CHURCH STREET LLC,3/18/19,RGD,3/18/19,MADISON
12,S054498,"701-703, LLC",4/22/99,IGS,5/8/20,MADISON
12,S118724,"702 S MIDVALE BLVD, LLC",5/25/18,DLQ,4/1/20,MADISON
12,S117037,"705 GENESEE STREET, LLC",1/19/18,ORG,1/19/18,MADISON
13,S120246,7050 WATTS RD LLC,9/27/18,RGD,9/27/18,MADISON
12,S100642,"706 WILLIAMSON STREET, LLC",1/13/14,ADS,5/28/18,MADISON
13,S120538,713 NORTH LEONARD STREET LLC,10/24/18,RGD,10/24/18,MADISON
12,S089703,"716 NICOLET, LLC",11/9/10,ADS,12/10/18,Madison
12,S118903,719 EAST GORHAM LLC,6/11/18,ORG,6/11/18,MADISON
12,S099387,"719 EAST HIGHWAY 14 RICHLAND CENTER, WI LLC",9/3/13,IGS,9/4/19,MADISON
12,S115825,"7196 BONKOWSKI LANE, LLC",10/10/17,IGS,10/23/19,MADISON
12,S100591,7202 FLAGSHIP DR NO.2 LLC,1/7/14,DIS,4/30/18,MADISON
12,S104297,"721 ONTARIO, LLC",12/30/14,ADS,12/9/19,Madison
12,S100592,7211 FLAGSHIP DR NO.4 LLC,1/7/14,DIS,4/30/18,MADISON
12,S109418,"722 WILLIAMSON, LLC",4/13/16,IGS,5/8/20,MADISON
12,S117977,725 JENIFER STREET LLC,3/30/18,ORG,3/30/18,MADISON
12,S098234,"725 W LAPHAM BLVD, LLC",5/3/13,ADS,6/11/18,MADISON
12,S109924,727 LLC,5/23/16,DIS,5/3/19,MADISON
12,S105915,"740 GROUP, LLC",5/20/15,ADS,6/11/18,MADISON
13,S125674,7401 MINERAL POINT RD OWNER LLC,11/18/19,RGD,11/18/19,MADISON
13,S107649,7401 MINERAL POINT RD OWNER LLC,11/5/15,RCA,10/1/19,MADISON
12,S127989,741 ST JOHN ST LLC,5/11/20,ORG,5/11/20,MADISON
12,S119980,745 EAST LLC,9/5/18,ORG,9/5/18,MADISON
12,S111383,754 JENIFER LLC,10/3/16,IGS,12/26/18,MADISON
12,S126308,"77 BRISTOL, LLC",1/7/20,ORG,1/7/20,MADISON
12,S120573,770 SOUTH PROPERTY GROUP LLC,10/26/18,ORG,10/26/18,MADISON
12,S082313,"7708 BRAEGER ROAD, LLC",6/18/08,IGS,3/4/19,Madison
12,S125274,7861 S 68TH ST LLC,10/18/19,ORG,10/18/19,MADISON
12,S126074,"787 HOLDINGS, LLC",12/19/19,ORG,12/19/19,MADISON
4,S058817,"78SQUARE DESIGN + TECHNOLOGY COOPERATIVE, INCORPORATED",4/27/01,IDS,5/4/19,MADISON
12,S122523,790 MILWAUKEE NOVEL COWORKING LLC,3/28/19,ORG,3/28/19,MADISON
13,S115403,"7900 W. CLINTON MILWAUKEE HOLDINGS, LLC",9/5/17,RCA,10/1/19,MADISON
12,S089283,"7SIBES, LLC",9/20/10,DLQ,7/1/20,MADISON
12,S124118,7TREASURES LLC,7/22/19,ORG,7/22/19,MADISON
12,E040220,8 ARMS AQUATICS LLC,2/22/10,IGS,1/28/20,MADISON
12,E053933,80 FILMS LLC,5/29/19,ORG,5/29/19,MADISON
12,E052073,80 LEGACY ACRES LLC,6/1/18,ORG,6/1/18,MADISON
13,E053519,800 E. MAES STREET LLC,3/18/19,RGD,3/18/19,MADISON
12,E047709,801 WILLIAMSON LLC,10/6/15,IGS,10/10/18,MADISON
12,E054166,"801-805 FAIRMONT, LLC",7/17/19,ORG,7/17/19,MADISON
13,E055763,802 N. MAIN STREET LLC,5/13/20,RGD,5/13/20,MADISON
12,E047320,805 OLIN AVE LLC,6/23/15,IGS,8/16/19,MADISON
12,E054779,809 MAYER LLC,11/12/19,ORG,11/12/19,MADISON
12,E051724,"8101, LLC",3/28/18,IGS,1/27/20,MADISON
12,E054504,"812 MARQUETTE AVE, LLC",9/20/19,ORG,9/20/19,MADISON
12,E055578,814 MANITOWISH LLC,4/3/20,ORG,4/3/20,MADISON
12,E052620,814 MANITOWISH LLC,9/24/18,DIS,10/29/19,MADISON
12,A070839,"815 OAKLAND, LLC",7/12/13,ADS,9/9/19,MADISON
12,E050565,"817 EAST GORHAM, LLC",7/25/17,DIS,9/16/19,MADISON
12,E051670,"819 ENTERPRISES, LLC",3/19/18,DLQ,1/1/20,MADISON
12,E052576,820 W MAIN STREET LLC,9/14/18,ORG,9/14/18,MADISON
12,E055919,"8201 WEST CALUMET, LLC",6/9/20,ORG,6/9/20,MADISON
12,E053019,"824 E. JOHNSON, LLC",12/13/18,ORG,12/13/18,MADISON
12,E048859,"8259 W. BENDER, LLC",6/30/16,DLQ,4/1/20,MADISON
12,E054903,"826 ATLAS, LLC",12/9/19,ORG,12/9/19,MADISON
12,E043802,"827 EJ, LLC",1/8/13,IGS,3/23/20,MADISON
12,E044454,"8276 STARR GRASS, LLC",6/18/13,ADS,6/11/18,MADISON
13,E053895,"84 SOUTH FURNITURE, LLC",5/21/19,RGD,5/21/19,MADISON
12,E048633,"845 N 26TH, LLC",5/10/16,IGS,6/14/18,MADISON
12,E033024,"849 EWASH, LLC",4/30/04,IGS,4/13/20,MADISON
12,E053061,"850 JB, LLC",12/26/18,ORG,12/26/18,MADISON
13,E054775,"8500 116TH STREET INVESTORS, LLC",11/11/19,RGD,11/11/19,MADISON
12,E034950,"8500 GREENWAY BOULEVARD, LLC",11/29/05,IGS,10/25/18,MADISON
12,E044551,"8517 W FAIRY CHASM DR, LLC",7/17/13,ADS,9/10/18,MADISON
1,E054751,863 REED ROAD CORPORATION,11/5/19,INC,11/5/19,MADISON
12,E046000,"8703 FAWN TRAIL, LLC",8/5/14,IGS,6/13/18,MADISON
12,E053180,8741 E. HEATHERBRAE DR LLC,1/16/19,ORG,1/16/19,MADISON
12,E043062,"8750 SHA DONUTS, LLC",5/29/12,DIS,4/20/18,MADISON
12,E052127,881 W BELTLINE HWY LLC,6/11/18,IGS,4/17/20,MADISON
12,E040772,89 WEST LLC,8/12/10,IGS,4/25/19,MADISON
12,N039703,"9 BLUEBIRD, LLC",7/7/11,DLQ,7/1/20,MADISON
12,N049824,9 NORTH FAIR OAKS LLC,1/7/19,ORG,1/7/19,MADISON
12,N051123,901 DANE ST LLC,9/23/19,ORG,9/23/19,MADISON
12,N047854,"904 DRAKE ST., LLC",10/23/17,DIS,8/7/18,MADISON
12,N047664,"9049 N. 76TH, LLC",9/6/17,IGS,4/6/20,MADISON
12,N047632,"905 OAK STREET, LLC",8/29/17,IGS,2/24/20,MADISON
12,N038055,906 WILLIAMSON LLC,2/1/10,ADS,3/17/18,MADISON
12,N035918,"907 WINSTON WAY, LLC",2/13/08,DIS,1/30/18,MADISON
12,N052643,908 MILTON LLC,4/29/20,ORG,4/29/20,MADISON
12,N049480,"908 SHARON ROAD 1, LLC",10/19/18,ORG,10/19/18,MADISON
12,N051364,909 GREENWALD COURT REAL ESTATE LLC,11/5/19,ORG,11/5/19,MADISON
1,N051363,909 GREENWALD ENTERPRISES INC.,11/5/19,INC,11/5/19,MADISON
12,N052786,"910 HIGH ST, LLC",5/29/20,ORG,5/29/20,MADISON
12,N047543,"910 MAYER EQUIPMENT, LLC",8/8/17,DIS,8/5/19,MADISON
12,N050895,"910 NMTC, LLC",8/5/19,ORG,8/5/19,MADISON
13,N049552,"911 AUTHORITY, LLC",11/2/18,RGD,11/2/18,MADISON
12,N044605,912 JENI L.L.C.,7/10/15,ADS,9/10/18,MADISON
12,N046737,"913 WHISPERING WAY, LLC",2/8/17,IGS,1/6/19,MADISON
12,N040230,"919 OAKLAND AVENUE, LLC",1/13/12,IGS,1/18/19,MADISON
12,N046708,920 SWEENEY LLC,1/30/17,DLQ,1/1/20,MADISON
12,N044036,"920, LLC",2/5/15,ADS,3/17/18,MADISON
12,N052471,"9200 BIRCH, LLC",3/19/20,ORG,3/19/20,MADISON
12,N045370,9208 22ND LLC,2/11/16,DLQ,1/1/20,MADISON
12,N036175,"9256 66TH AVENUE, LLC",4/28/08,ADS,6/10/19,Madison
12,N051620,925927 JENIFER LLC,1/6/20,ORG,1/6/20,MADISON
12,N047793,926 BLAINE AVE. LLC,10/10/17,IGS,10/24/19,MADISON
12,N047178,926 W DAYTON LLC,5/16/17,IGS,7/15/20,MADISON
12,N036164,"9288 CREEKSIDE CIRCLE, LLC",4/25/08,ADS,6/10/19,Madison
12,N050646,"929 EAST WASHINGTON AVE., LLC",6/6/19,ORG,6/6/19,MADISON
12,N034706,"9300 WEST HEATHER AVENUE PROPERTIES, LLC",3/5/07,DIS,3/20/18,Madison
12,N046366,"931 EAST DAYTON STREET, LLC",11/2/16,DLQ,10/1/19,MADISON
12,N046649,933HIGHSTREET LLC,1/17/17,IGS,1/26/20,MADISON
12,N052470,"9357 BIRCH, LLC",3/19/20,ORG,3/19/20,MADISON
12,N045958,936 WILLIAMSON LLC,7/8/16,IGS,10/25/19,MADISON
13,N052593,"94 NORTH PRODS, LLC (FICT NAME) 94 NORTH PRODUCTIONS, LLC (COMP NAME)",4/21/20,RGD,4/21/20,MADISON
12,N048760,952 JENIFER LLC,5/8/18,DLQ,4/1/20,MADISON
12,N045372,953 WILLIE ST. LLC,2/11/16,ADS,5/23/20,MADISON
12,N044424,954 JANESVILLE STREET LLC,5/22/15,ADS,6/13/20,MADISON
12,N038907,961NOLAN LLC,11/8/10,IGS,10/12/18,MADISON
12,N050934,"9632 W. APPLETON, LLC",8/13/19,ORG,8/13/19,MADISON
12,N050666,9728 TIERCEL DRIVE LLC,6/11/19,ORG,6/11/19,MADISON
12,N048666,9802 TIERCEL DR RENTAL LLC,4/19/18,ORG,4/19/18,MADISON
12,N048667,9806 TIERCEL DR RENTAL LLC,4/19/18,ORG,4/19/18,MADISON
12,N049972,9900 DURAND AVENUE LLC,2/4/19,ORG,2/4/19,MADISON
12,N050392,"9905 W. FOND DU LAC, LLC",4/24/19,ORG,4/24/19,MADISON
13,N049927,"9ROUND FRANCHISING, LLC",1/25/19,RGD,1/25/19,MADISON
13,N044791,"9ROUND FRANCHISING, LLC",8/31/15,RCA,10/11/18,MADISON
12,N044685,"9TH STREET, LLC",8/4/15,IGS,7/18/18,MADISON
12,A082453,A & B CONSTRUCTION AND HOME IMPROVEMENTS LLC,5/11/17,IGS,5/1/20,MADISON
12,A073685,"A & E ASSOCIATES, LLC",8/2/14,DLQ,7/1/19,MADISON
1,A023956,A & E CONCRETE CONSTRUCTION INC.,9/7/84,DIS,9/30/18,MADISON
12,A089986,"A & E HAULING SERVICES, LLC",7/19/19,ORG,7/19/19,MADISON
12,A085608,A & J MORGAN LLC,4/15/18,ORG,4/15/18,MADISON
12,A068919,A & J ZENELI LLC,10/17/12,ADS,12/9/19,MADISON
12,A085706,A & K SIDING LLC,4/25/18,DLQ,4/1/20,MADISON
12,A093400,A & M DEVELOPMENT LLC,7/2/20,ORG,7/2/20,MADISON
12,A065009,A & R DISTRIBUTION LLC,3/18/11,DLQ,1/1/19,MADISON
12,A075472,A & S CARPENTRY LLC,3/17/15,IGS,1/25/19,MADISON
12,A074153,A A C E HEATING AND COOLING LLC,10/7/14,ADS,12/10/18,MADISON
1,A086583,"A AND A NATIONAL DISTRIBUTORS, INC.",8/3/18,DLQ,7/1/20,MADISON
1,A085557,A AND C DRYWALL AND PAINTING INC.,4/10/18,IGS,5/18/20,MADISON
12,A075075,A AND S CAPITOL INSPECTIONS LLC,2/1/15,ADS,3/17/18,MADISON
12,A076081,"A BACK PORCH PRODUCTIONS, LLC",6/1/15,DIS,2/14/19,MADISON
6,A079650,A BAH FOUNDATION FOR THE UNDERPRIVILEGED CHILDREN  INCORPORATED,8/10/16,ADS,9/9/19,MADISON
12,A069900,A BETTER BODY LLC,3/5/13,IGS,4/15/20,MADISON
12,A072438,A BETTER BODY MASSAGE THERAPY LLC,2/26/14,ADS,3/16/19,MADISON
6,A071414,"A BETTER DANE COUNTY, INC.",10/7/13,IGS,3/9/20,MADISON
6,A092283,"A BETTER SOUTHEAST WISCONSIN, INC.",3/10/20,INC,3/10/20,MADISON
6,A091691,"A BETTER WISCONSIN TOGETHER INSTITUTE, INC.",1/16/20,INC,1/16/20,MADISON
6,A091088,"A BETTER WISCONSIN TOGETHER, INC.",11/8/19,INC,11/8/19,MADISON
12,A079549,A BETTER WORLD FILMS LLC,7/27/16,ADS,9/9/19,MADISON
12,A093513,A BOOGIE CONNECTIONS LLC,7/13/20,ORG,7/13/20,MADISON
4,B042826,A BOOK COOP.,12/2/99,IDS,5/4/19,MADISON
12,A085359,"A DAINTY HARVEST, LLC",4/1/18,DLQ,4/1/20,MADISON
12,A085807,A DAY AT A TIME LLC,5/3/18,DLQ,4/1/20,MADISON
12,A050958,"A G D B ENTERPRISES, LLC",7/20/05,IGS,7/19/18,MADISON
6,A090466,A GIFT OF ONE MEAL INC.,9/6/19,INC,9/6/19,MADISON
12,A078753,A HOWLING GOOD TIME DOG TRAINING LLC,4/21/16,DLQ,4/1/20,MADISON
12,A083991,A JACK OF ALL TRADES DANE CO LLC,11/1/17,DLQ,10/1/19,MADISON
12,A089185,A JANNY BOAT LLC,4/28/19,ORG,4/28/19,MADISON
12,A085609,A KAM INSIGHTS LLC,4/15/18,DLQ,4/1/20,MADISON
12,A068773,A LA BRASA LLC,9/24/12,IGS,7/3/20,MADISON
13,A087119,"A LA MODE TECHNOLOGIES, LLC",9/28/18,RGD,9/28/18,MADISON
1,1L10029,"A LIFE STYLE SERVICE, INC.",12/21/73,IGS,10/16/18,MADISON
12,A089190,A LUST FOR BEAUTY LLC,4/26/19,ORG,4/26/19,MADISON
1,A076809,A M GALAXY MADISON INC.,9/5/15,ADS,1/21/19,MADISON
12,A071555,A MAN & A SAW LLC,10/27/13,ADS,12/9/19,MADISON
12,A064893,A MEMORABLE EVENT PHOTO BOOTH LLC,3/3/11,ADS,3/14/20,MADISON
12,M057220,A MOMENT'S PEACE LLC,9/6/02,DLQ,7/1/20,MADISON
12,A080396,A PATH FORWARD LLC,11/16/16,IGS,12/4/18,MADISON
6,A082671,"A PAY IT FORWARD FOUNDATION, INC.",6/2/17,IGS,4/22/20,MADISON
12,A089786,A PEACE OF LOVELACE LLC,6/27/19,ORG,6/27/19,MADISON
12,A086922,"A PLACE TO SEW, LLC",9/10/18,ORG,9/10/18,MADISON
12,A090047,"A PLUS CONCIERGE, LLC",7/26/19,ORG,7/26/19,MADISON
12,A081808,A PLUS J LLC,3/3/17,IGS,3/7/19,MADISON
1,A071751,A PLUS NUTRITION INC.,11/26/13,DLQ,10/1/19,MADISON
12,Q003737,A QUALITY SIGNS & SCREEN PRINTING LLC,2/1/06,IGS,1/25/19,MADISON
12,A074360,"A REALLY BIG LIFE, LLC",10/31/14,DLQ,10/1/19,MADISON
12,A085407,A ROOM OF ONE'S OWN BOOKSTORE LLC,3/28/18,ORG,3/28/18,MADISON
6,R044038,"A ROOM OF ONE'S OWN FOUNDATION, INC.",8/1/05,ADS,9/9/19,MADISON
1,1R10544,"A ROOM OF ONE'S OWN, INC.",8/1/74,DLQ,7/1/20,MADISON
12,A083625,A ROSE COLORED WORLD LLC,9/21/17,DLQ,7/1/20,MADISON
1,S063439,"A SIMPLER WAY, INC.",1/27/03,ADS,3/14/20,MADISON
12,A082505,A SINGLE CARROT LLC,5/16/17,IGS,4/1/20,MADISON
12,A093431,A SOUTHERN TOUCH HAIR SALON LLC,7/6/20,ORG,7/6/20,MADISON
12,A056124,"A TO Z AUTOSPORTS, L.L.C.",8/22/07,IGS,6/4/18,MADISON
12,A071372,"A WAY OF LIFE MEDIA, LLC",10/1/13,IGS,11/5/19,MADISON
13,A086451,"A&A ENGINEERING, CIVIL AND STRUCTURAL ENGINEERS, LLC (FICT NAME) A&A ENGINEERING, CIVIL AND STRUCTURAL ENGINEERS, LTD., LLC (CORP NAME)",7/18/18,RGD,7/18/18,MADISON
12,A086652,A&A ENTERPRISES LLC,8/9/18,DLQ,7/1/20,MADISON
12,A070871,A&A KUSTUMZ LLC,7/18/13,ADS,9/10/18,MADISON
2,A089488,"A&E ENGINEERING, INC.",5/28/19,INC,5/28/19,MADISON
12,A090619,A&K FLOORING LLC,9/21/19,ORG,9/21/19,MADISON
12,A089640,A&K HOMES & SOLUTIONS LLC,6/11/19,ORG,6/11/19,MADISON
12,A088412,A&M PROPERTY MANAGEMENT LLC,2/28/19,ORG,2/28/19,MADISON
12,A090302,A&N ROOFING LLC,8/20/19,ORG,8/20/19,MADISON
2,2N00606,A. C. NIELSEN COMPANY,11/7/58,RCA,10/11/18,MADISON
16,A084796,"A. J. R. EQUITIES, INC.",2/6/18,INC,2/6/18,MADISON
12,A090290,A. LEHNER GLASS LLC,8/19/19,ORG,8/19/19,MADISON
13,A091081,A. MAESTRANZI SONS KNIFE SERVICES LLC,11/8/19,RGD,11/8/19,MADISON
12,A070480,A. MITSUMI LLC,5/17/13,IGS,7/7/20,MADISON
12,A075523,"A. N. SMITH, LLC",3/24/15,ADS,3/17/18,MADISON
12,A088531,A.C.T.I.O.N. FIGURES LLC,2/27/19,ORG,2/27/19,MADISON
2,A086911,"A.D. SUTTON & SONS, INC.",9/7/18,INC,9/7/18,MADISON
12,A081443,A.D.F. SERVICES LLC,1/24/17,ADS,3/14/20,MADISON
13,A090450,"A.E. BANCORP, LLC",9/5/19,RGD,9/5/19,MADISON
2,A091215,"A.G.I.A., INC.",1/13/20,INC,1/13/20,MADISON
12,A065247,"A.H. REMODELING, LLC",4/18/11,IGS,4/13/19,MADISON
12,A056768,A.J.PRESTIGE L.L.C.,1/1/08,IGS,1/28/19,MADISON
12,A054511,"A.L STUDIOS, LLC",1/5/07,IGS,1/23/20,MADISON
1,A038285,A.L. LIMITED LANDSCAPING,1/1/99,IGS,5/5/20,MADISON
12,A076285,A.M. COOK LLC,6/26/15,DIS,2/12/18,MADISON
13,A093587,"A.N. REHAB, LLC",7/17/20,RGD,7/17/20,MADISON
12,A081667,A.N.Y. FASHION LLC,2/15/17,DLQ,1/1/19,MADISON
2,A088753,"A.P.I. GARAGE DOOR, INC.",3/19/19,INC,3/19/19,MADISON
12,A093250,A’DOUR LLC,6/22/20,ORG,6/22/20,MADISON
12,H063520,"A+ HELER'S DRY ICE & CO2, LLC",3/6/19,ORG,3/6/19,MADISON
12,A086344,A+ REMODELING & SERVICES LLC,7/4/18,DLQ,7/1/20,MADISON
12,A075596,A+ TIRES & BATTERIES LLC,4/1/15,ADS,6/11/18,MADISON
1,A077453,A1 CLEANING SOLUTIONS INC.,11/23/15,IGS,6/12/20,MADISON
12,A091735,A1 INSULATORS LLC,1/22/20,ORG,1/22/20,MADISON
